Driver,TeamName,LapNumber,Compound,TyreLife,AirTemp,TrackTemp,LapTimeSeconds,Race,Year
RUS,Mercedes,13.0,SOFT,7.0,13.2,19.4,89.771,British,2024
NOR,McLaren,11.0,SOFT,6.0,13.2,19.4,87.432,British,2024
RIC,RB,12.0,SOFT,2.0,13.2,19.4,89.015,British,2024
TSU,RB,13.0,SOFT,3.0,13.2,19.4,88.341,British,2024
HAM,Mercedes,14.0,SOFT,8.0,13.4,19.4,87.549,British,2024
RUS,Mercedes,14.0,SOFT,8.0,13.4,19.4,88.105,British,2024
ALB,Williams,13.0,SOFT,5.0,13.4,19.4,87.553,British,2024
RIC,RB,13.0,SOFT,3.0,13.4,19.4,88.596,British,2024
SAR,Williams,14.0,SOFT,4.0,13.4,19.5,87.962,British,2024
ZHO,Kick Sauber,16.0,SOFT,4.0,13.4,19.5,88.431,British,2024
STR,Aston Martin,14.0,SOFT,4.0,13.4,19.5,87.556,British,2024
ALO,Aston Martin,15.0,SOFT,4.0,13.4,19.5,87.279,British,2024
LEC,Ferrari,14.0,SOFT,6.0,13.4,19.5,87.667,British,2024
VER,Red Bull Racing,14.0,SOFT,4.0,13.4,20.1,87.366,British,2024
SAI,Ferrari,14.0,SOFT,5.0,13.4,20.1,87.149,British,2024
PIA,McLaren,14.0,SOFT,2.0,13.5,20.1,86.945,British,2024
HUL,Haas F1 Team,8.0,SOFT,2.0,13.7,19.8,86.847,British,2024
SAR,Williams,17.0,SOFT,3.0,13.8,19.8,87.175,British,2024
RUS,Mercedes,17.0,SOFT,2.0,13.8,19.8,86.766,British,2024
ZHO,Kick Sauber,19.0,SOFT,2.0,13.8,19.8,87.867,British,2024
HAM,Mercedes,17.0,SOFT,2.0,13.8,19.8,86.77,British,2024
NOR,McLaren,15.0,SOFT,3.0,13.8,20.8,86.559,British,2024
ALB,Williams,16.0,SOFT,2.0,13.8,21.2,86.933,British,2024
HUL,Haas F1 Team,10.0,SOFT,4.0,13.8,21.2,87.073,British,2024
PIA,McLaren,17.0,SOFT,5.0,13.8,21.2,86.733,British,2024
LEC,Ferrari,17.0,SOFT,2.0,13.8,21.2,87.097,British,2024
SAI,Ferrari,17.0,SOFT,2.0,13.8,21.2,86.843,British,2024
TSU,RB,16.0,SOFT,2.0,13.8,21.2,87.269,British,2024
ALO,Aston Martin,18.0,SOFT,3.0,13.8,21.2,86.73,British,2024
SAR,Williams,19.0,SOFT,5.0,13.8,21.2,88.086,British,2024
VER,Red Bull Racing,17.0,SOFT,2.0,13.9,21.5,86.796,British,2024
RUS,Mercedes,19.0,SOFT,4.0,13.9,21.5,86.723,British,2024
STR,Aston Martin,17.0,SOFT,3.0,13.9,21.5,86.938,British,2024
ZHO,Kick Sauber,21.0,SOFT,4.0,13.9,21.5,87.921,British,2024
RIC,RB,17.0,SOFT,4.0,13.9,21.5,87.949,British,2024
ALB,Williams,19.0,SOFT,6.0,14.3,21.0,87.008,British,2024
VER,Red Bull Racing,20.0,SOFT,2.0,14.3,21.0,86.35,British,2024
PIA,McLaren,20.0,SOFT,2.0,14.3,21.0,86.237,British,2024
ALO,Aston Martin,21.0,SOFT,6.0,14.3,21.0,86.917,British,2024
NOR,McLaren,19.0,SOFT,2.0,14.3,21.0,86.03,British,2024
SAI,Ferrari,20.0,SOFT,2.0,14.4,21.1,86.509,British,2024
STR,Aston Martin,20.0,SOFT,6.0,14.4,21.1,86.798,British,2024
HUL,Haas F1 Team,13.0,SOFT,2.0,14.4,21.1,86.401,British,2024
HAM,Mercedes,21.0,SOFT,2.0,14.4,21.1,86.196,British,2024
RUS,Mercedes,22.0,SOFT,2.0,14.4,21.1,86.024,British,2024
ALB,Williams,22.0,SOFT,2.0,14.4,21.7,86.64,British,2024
STR,Aston Martin,23.0,SOFT,2.0,14.4,21.7,86.585,British,2024
HUL,Haas F1 Team,16.0,SOFT,2.0,14.4,21.7,86.338,British,2024
VER,Red Bull Racing,23.0,SOFT,2.0,14.4,21.7,86.203,British,2024
HAM,Mercedes,24.0,SOFT,2.0,14.4,22.5,85.99,British,2024
RUS,Mercedes,25.0,SOFT,2.0,14.4,22.5,85.819,British,2024
SAI,Ferrari,23.0,SOFT,2.0,14.4,22.5,86.749,British,2024
PIA,McLaren,23.0,SOFT,2.0,14.4,22.5,87.043,British,2024
MAG,Haas F1 Team,2.0,SOFT,2.0,24.2,29.7,79.343,Hungarian,2024
BOT,Kick Sauber,2.0,SOFT,2.0,24.2,29.7,79.371,Hungarian,2024
ZHO,Kick Sauber,2.0,SOFT,2.0,24.2,29.7,80.016,Hungarian,2024
GAS,Alpine,2.0,SOFT,2.0,24.2,29.7,79.638,Hungarian,2024
TSU,RB,2.0,SOFT,2.0,24.2,29.7,78.435,Hungarian,2024
RIC,RB,2.0,SOFT,2.0,24.2,29.7,78.993,Hungarian,2024
ALB,Williams,2.0,SOFT,2.0,24.3,29.7,78.378,Hungarian,2024
SAR,Williams,2.0,SOFT,2.0,24.3,29.7,77.77,Hungarian,2024
STR,Aston Martin,2.0,SOFT,2.0,24.3,29.7,78.539,Hungarian,2024
OCO,Alpine,2.0,SOFT,2.0,24.3,29.7,78.382,Hungarian,2024
HUL,Haas F1 Team,3.0,SOFT,3.0,24.3,29.7,79.228,Hungarian,2024
MAG,Haas F1 Team,3.0,SOFT,3.0,24.3,29.7,78.591,Hungarian,2024
ALO,Aston Martin,2.0,SOFT,2.0,24.3,29.7,78.282,Hungarian,2024
PIA,McLaren,2.0,SOFT,2.0,24.3,29.7,77.504,Hungarian,2024
NOR,McLaren,2.0,SOFT,2.0,24.3,29.7,77.755,Hungarian,2024
LEC,Ferrari,2.0,SOFT,2.0,24.3,30.4,78.761,Hungarian,2024
SAI,Ferrari,2.0,SOFT,2.0,24.3,30.4,77.244,Hungarian,2024
VER,Red Bull Racing,2.0,SOFT,2.0,24.3,30.4,77.771,Hungarian,2024
PER,Red Bull Racing,2.0,SOFT,2.0,24.3,30.4,77.886,Hungarian,2024
RUS,Mercedes,2.0,SOFT,2.0,24.3,30.4,78.703,Hungarian,2024
HAM,Mercedes,2.0,SOFT,2.0,24.3,30.4,77.087,Hungarian,2024
BOT,Kick Sauber,4.0,SOFT,4.0,24.3,30.5,78.443,Hungarian,2024
RUS,Mercedes,3.0,SOFT,3.0,24.4,30.1,78.428,Hungarian,2024
ALB,Williams,4.0,SOFT,4.0,24.4,30.1,78.129,Hungarian,2024
STR,Aston Martin,4.0,SOFT,4.0,24.4,30.1,78.702,Hungarian,2024
ALO,Aston Martin,4.0,SOFT,4.0,24.4,30.1,77.624,Hungarian,2024
NOR,McLaren,4.0,SOFT,4.0,24.4,30.1,77.995,Hungarian,2024
PIA,McLaren,4.0,SOFT,4.0,24.5,29.8,77.681,Hungarian,2024
LEC,Ferrari,4.0,SOFT,4.0,24.5,29.8,77.91,Hungarian,2024
ZHO,Kick Sauber,5.0,SOFT,5.0,24.5,29.8,79.028,Hungarian,2024
VER,Red Bull Racing,4.0,SOFT,4.0,24.5,29.8,77.287,Hungarian,2024
RIC,RB,5.0,SOFT,5.0,24.5,29.8,78.463,Hungarian,2024
TSU,RB,5.0,SOFT,5.0,24.5,29.8,78.196,Hungarian,2024
PER,Red Bull Racing,4.0,SOFT,4.0,24.5,29.8,79.108,Hungarian,2024
HAM,Mercedes,4.0,SOFT,4.0,24.5,29.8,77.228,Hungarian,2024
GAS,Alpine,5.0,SOFT,2.0,24.5,29.7,78.166,Hungarian,2024
OCO,Alpine,5.0,SOFT,2.0,24.5,29.7,78.049,Hungarian,2024
NOR,McLaren,6.0,SOFT,6.0,24.6,29.7,77.898,Hungarian,2024
PIA,McLaren,6.0,SOFT,6.0,24.6,29.7,77.826,Hungarian,2024
LEC,Ferrari,6.0,SOFT,6.0,24.6,29.7,77.777,Hungarian,2024
ZHO,Kick Sauber,9.0,SOFT,3.0,24.0,29.2,78.591,Hungarian,2024
BOT,Kick Sauber,10.0,SOFT,5.0,24.0,29.2,80.249,Hungarian,2024
RUS,Mercedes,8.0,SOFT,3.0,24.0,29.2,77.968,Hungarian,2024
VER,Red Bull Racing,8.0,SOFT,8.0,24.0,29.5,77.087,Hungarian,2024
SAI,Ferrari,9.0,SOFT,9.0,24.0,29.5,78.265,Hungarian,2024
LEC,Ferrari,9.0,SOFT,9.0,24.0,29.5,77.437,Hungarian,2024
STR,Aston Martin,9.0,SOFT,2.0,24.0,29.5,77.405,Hungarian,2024
RIC,RB,8.0,SOFT,2.0,24.0,29.5,77.05,Hungarian,2024
ALB,Williams,9.0,SOFT,4.0,24.0,29.5,77.28,Hungarian,2024
HUL,Haas F1 Team,9.0,SOFT,2.0,24.0,29.5,77.362,Hungarian,2024
TSU,RB,8.0,SOFT,2.0,24.0,29.5,77.436,Hungarian,2024
ZHO,Kick Sauber,11.0,SOFT,5.0,24.0,29.5,78.037,Hungarian,2024
BOT,Kick Sauber,12.0,SOFT,7.0,24.0,29.5,77.487,Hungarian,2024
HAM,Mercedes,8.0,SOFT,8.0,24.1,29.3,77.178,Hungarian,2024
MAG,Haas F1 Team,8.0,SOFT,2.0,24.1,29.3,77.851,Hungarian,2024
SAR,Williams,6.0,SOFT,2.0,24.1,29.3,78.385,Hungarian,2024
SAI,Ferrari,12.0,SOFT,12.0,24.1,30.1,77.028,Hungarian,2024
HAM,Mercedes,11.0,SOFT,11.0,24.1,30.3,76.544,Hungarian,2024
VER,Red Bull Racing,11.0,SOFT,2.0,24.1,30.3,75.77,Hungarian,2024
BOT,Kick Sauber,15.0,SOFT,7.0,24.1,30.3,77.085,Hungarian,2024
HUL,Haas F1 Team,12.0,SOFT,7.0,24.1,30.8,77.222,Hungarian,2024
MAG,Haas F1 Team,11.0,SOFT,5.0,24.1,30.8,76.725,Hungarian,2024
STR,Aston Martin,12.0,SOFT,4.0,24.1,30.8,76.488,Hungarian,2024
PIA,McLaren,10.0,SOFT,3.0,24.1,30.8,75.785,Hungarian,2024
ALO,Aston Martin,9.0,SOFT,2.0,24.1,30.8,76.165,Hungarian,2024
SAR,Williams,9.0,SOFT,5.0,24.1,30.8,77.092,Hungarian,2024
TSU,RB,11.0,SOFT,8.0,24.2,30.9,76.891,Hungarian,2024
ALB,Williams,12.0,SOFT,7.0,24.2,30.9,77.103,Hungarian,2024
NOR,McLaren,11.0,SOFT,4.0,24.2,30.9,76.253,Hungarian,2024
LEC,Ferrari,12.0,SOFT,2.0,24.2,30.9,76.37,Hungarian,2024
SAI,Ferrari,15.0,SOFT,2.0,24.4,30.7,75.885,Hungarian,2024
HAM,Mercedes,14.0,SOFT,2.0,24.5,30.9,76.307,Hungarian,2024
STR,Aston Martin,15.0,SOFT,2.0,24.5,30.9,76.075,Hungarian,2024
ALB,Williams,15.0,SOFT,2.0,24.5,30.9,76.429,Hungarian,2024
SAR,Williams,12.0,SOFT,2.0,24.5,30.9,76.543,Hungarian,2024
RIC,RB,11.0,SOFT,2.0,24.5,31.1,76.202,Hungarian,2024
LEC,Ferrari,15.0,SOFT,2.0,24.5,31.1,75.891,Hungarian,2024
ALO,Aston Martin,12.0,SOFT,2.0,24.5,31.1,76.117,Hungarian,2024
NOR,McLaren,14.0,SOFT,2.0,24.5,31.1,75.54,Hungarian,2024
TSU,RB,14.0,SOFT,2.0,24.5,31.1,76.121,Hungarian,2024
SAI,Ferrari,18.0,SOFT,5.0,24.5,31.1,77.026,Hungarian,2024
VER,Red Bull Racing,14.0,SOFT,5.0,24.5,31.2,75.79,Hungarian,2024
BOT,Kick Sauber,18.0,SOFT,2.0,24.5,31.2,76.384,Hungarian,2024
HUL,Haas F1 Team,15.0,SOFT,4.0,24.5,31.2,76.317,Hungarian,2024
MAG,Haas F1 Team,14.0,SOFT,3.0,24.5,31.2,76.548,Hungarian,2024
VER,Red Bull Racing,17.0,SOFT,2.0,24.6,31.3,75.555,Hungarian,2024
PIA,McLaren,15.0,SOFT,2.0,24.6,31.3,75.863,Hungarian,2024
SAI,Ferrari,21.0,SOFT,2.0,24.6,31.3,76.204,Hungarian,2024
HAM,Mercedes,17.0,SOFT,2.0,24.6,31.3,75.919,Hungarian,2024
LEC,Ferrari,18.0,SOFT,2.0,24.6,31.3,75.905,Hungarian,2024
ALO,Aston Martin,15.0,SOFT,3.0,24.6,31.6,76.043,Hungarian,2024
TSU,RB,17.0,SOFT,5.0,24.6,31.6,76.477,Hungarian,2024
NOR,McLaren,17.0,SOFT,2.0,24.6,31.6,75.227,Hungarian,2024
RIC,RB,14.0,SOFT,5.0,24.6,31.6,76.587,Hungarian,2024
STR,Aston Martin,18.0,SOFT,2.0,24.6,31.6,76.244,Hungarian,2024
PIA,McLaren,18.0,SOFT,2.0,24.8,31.3,75.249,Hungarian,2024
HAM,Mercedes,20.0,SOFT,2.0,24.8,31.3,75.854,Hungarian,2024
SAI,Ferrari,24.0,SOFT,2.0,24.8,31.3,75.696,Hungarian,2024
VER,Red Bull Racing,20.0,SOFT,2.0,24.8,31.3,75.273,Hungarian,2024
HAM,Mercedes,23.0,SOFT,5.0,24.3,31.0,76.276,Hungarian,2024
RIC,RB,19.0,SOFT,4.0,24.3,31.0,76.447,Hungarian,2024
NOR,McLaren,2.0,INTERMEDIATE,2.0,18.0,22.3,118.894,Belgian,2024
MAG,Haas F1 Team,2.0,INTERMEDIATE,2.0,18.0,22.3,119.855,Belgian,2024
HUL,Haas F1 Team,2.0,INTERMEDIATE,2.0,18.0,22.3,118.787,Belgian,2024
PIA,McLaren,2.0,INTERMEDIATE,2.0,18.0,22.3,117.411,Belgian,2024
ZHO,Kick Sauber,2.0,INTERMEDIATE,2.0,18.0,22.2,120.748,Belgian,2024
BOT,Kick Sauber,2.0,INTERMEDIATE,2.0,18.0,22.2,119.169,Belgian,2024
ALO,Aston Martin,2.0,INTERMEDIATE,2.0,18.0,22.2,118.269,Belgian,2024
STR,Aston Martin,2.0,INTERMEDIATE,2.0,18.0,22.2,120.003,Belgian,2024
ALB,Williams,2.0,INTERMEDIATE,2.0,18.0,22.2,118.944,Belgian,2024
SAR,Williams,2.0,INTERMEDIATE,2.0,18.0,22.2,120.528,Belgian,2024
GAS,Alpine,2.0,INTERMEDIATE,2.0,18.0,22.2,118.124,Belgian,2024
OCO,Alpine,2.0,INTERMEDIATE,2.0,18.0,22.2,118.598,Belgian,2024
TSU,RB,2.0,INTERMEDIATE,2.0,18.1,21.9,118.593,Belgian,2024
PER,Red Bull Racing,2.0,INTERMEDIATE,2.0,18.1,21.9,118.08,Belgian,2024
RIC,RB,2.0,INTERMEDIATE,2.0,18.1,21.9,118.51,Belgian,2024
VER,Red Bull Racing,2.0,INTERMEDIATE,2.0,18.1,21.9,116.003,Belgian,2024
LEC,Ferrari,2.0,INTERMEDIATE,2.0,18.1,21.9,117.698,Belgian,2024
MAG,Haas F1 Team,3.0,INTERMEDIATE,3.0,18.1,21.9,118.387,Belgian,2024
SAI,Ferrari,2.0,INTERMEDIATE,2.0,18.1,21.9,118.531,Belgian,2024
PIA,McLaren,3.0,INTERMEDIATE,3.0,18.1,21.9,116.982,Belgian,2024
HAM,Mercedes,2.0,INTERMEDIATE,2.0,18.1,21.9,117.465,Belgian,2024
ZHO,Kick Sauber,3.0,INTERMEDIATE,3.0,18.1,21.9,118.909,Belgian,2024
RUS,Mercedes,2.0,INTERMEDIATE,2.0,18.1,21.8,117.988,Belgian,2024
ALO,Aston Martin,3.0,INTERMEDIATE,3.0,18.1,21.8,118.195,Belgian,2024
STR,Aston Martin,3.0,INTERMEDIATE,3.0,18.1,21.8,119.122,Belgian,2024
ALB,Williams,3.0,INTERMEDIATE,3.0,18.1,21.8,118.434,Belgian,2024
SAR,Williams,3.0,INTERMEDIATE,3.0,18.1,21.8,118.736,Belgian,2024
GAS,Alpine,3.0,INTERMEDIATE,3.0,18.1,21.8,116.757,Belgian,2024
OCO,Alpine,3.0,INTERMEDIATE,3.0,18.1,21.8,117.449,Belgian,2024
NOR,McLaren,4.0,INTERMEDIATE,4.0,18.0,21.7,117.311,Belgian,2024
SAI,Ferrari,3.0,INTERMEDIATE,3.0,18.0,21.7,117.528,Belgian,2024
HAM,Mercedes,3.0,INTERMEDIATE,3.0,18.0,21.7,117.068,Belgian,2024
HUL,Haas F1 Team,4.0,INTERMEDIATE,4.0,18.0,21.7,118.45,Belgian,2024
RUS,Mercedes,3.0,INTERMEDIATE,3.0,18.0,21.7,117.255,Belgian,2024
BOT,Kick Sauber,4.0,INTERMEDIATE,4.0,18.0,21.6,117.27,Belgian,2024
PER,Red Bull Racing,4.0,INTERMEDIATE,4.0,18.0,21.7,116.656,Belgian,2024
TSU,RB,4.0,INTERMEDIATE,4.0,18.0,21.7,117.066,Belgian,2024
RIC,RB,4.0,INTERMEDIATE,4.0,18.0,21.7,116.618,Belgian,2024
LEC,Ferrari,4.0,INTERMEDIATE,4.0,18.0,21.7,116.144,Belgian,2024
PIA,McLaren,5.0,INTERMEDIATE,5.0,18.0,21.9,115.549,Belgian,2024
ZHO,Kick Sauber,5.0,INTERMEDIATE,5.0,18.0,21.9,117.775,Belgian,2024
SAI,Ferrari,5.0,INTERMEDIATE,5.0,17.9,22.1,116.519,Belgian,2024
VER,Red Bull Racing,5.0,INTERMEDIATE,5.0,17.9,22.1,114.938,Belgian,2024
HAM,Mercedes,5.0,INTERMEDIATE,5.0,17.9,22.1,115.692,Belgian,2024
ALO,Aston Martin,6.0,INTERMEDIATE,2.0,18.0,22.1,116.039,Belgian,2024
STR,Aston Martin,6.0,INTERMEDIATE,2.0,18.0,22.1,116.573,Belgian,2024
GAS,Alpine,6.0,INTERMEDIATE,2.0,18.0,22.1,115.609,Belgian,2024
OCO,Alpine,6.0,INTERMEDIATE,2.0,18.0,22.1,115.964,Belgian,2024
MAG,Haas F1 Team,6.0,INTERMEDIATE,2.0,18.0,22.1,117.053,Belgian,2024
ALB,Williams,6.0,INTERMEDIATE,2.0,18.0,22.2,116.144,Belgian,2024
NOR,McLaren,7.0,INTERMEDIATE,2.0,18.0,22.2,115.811,Belgian,2024
SAR,Williams,6.0,INTERMEDIATE,2.0,18.0,22.2,117.23,Belgian,2024
LEC,Ferrari,7.0,INTERMEDIATE,2.0,18.0,22.2,115.349,Belgian,2024
RUS,Mercedes,7.0,INTERMEDIATE,2.0,18.0,22.3,115.353,Belgian,2024
PIA,McLaren,8.0,INTERMEDIATE,2.0,18.0,22.3,114.835,Belgian,2024
GAS,Alpine,8.0,INTERMEDIATE,4.0,18.0,22.3,114.911,Belgian,2024
OCO,Alpine,8.0,INTERMEDIATE,4.0,18.0,22.3,115.417,Belgian,2024
HUL,Haas F1 Team,8.0,INTERMEDIATE,2.0,18.0,22.3,116.308,Belgian,2024
ALO,Aston Martin,8.0,INTERMEDIATE,4.0,18.0,22.3,115.489,Belgian,2024
BOT,Kick Sauber,8.0,INTERMEDIATE,3.0,18.0,22.3,115.531,Belgian,2024
STR,Aston Martin,8.0,INTERMEDIATE,4.0,18.0,22.3,116.072,Belgian,2024
MAG,Haas F1 Team,8.0,INTERMEDIATE,4.0,18.0,22.3,116.5,Belgian,2024
PER,Red Bull Racing,8.0,INTERMEDIATE,2.0,18.0,22.3,115.139,Belgian,2024
ALB,Williams,8.0,INTERMEDIATE,4.0,18.0,22.3,115.722,Belgian,2024
RIC,RB,7.0,INTERMEDIATE,2.0,18.0,22.3,115.451,Belgian,2024
NOR,McLaren,9.0,INTERMEDIATE,4.0,18.0,22.3,115.582,Belgian,2024
SAI,Ferrari,8.0,INTERMEDIATE,2.0,18.0,22.3,115.169,Belgian,2024
TSU,RB,7.0,INTERMEDIATE,2.0,18.0,22.3,116.593,Belgian,2024
ZHO,Kick Sauber,8.0,INTERMEDIATE,2.0,18.0,22.4,120.502,Belgian,2024
ALB,Williams,11.0,INTERMEDIATE,2.0,18.0,22.3,114.724,Belgian,2024
OCO,Alpine,11.0,INTERMEDIATE,2.0,18.0,22.3,114.785,Belgian,2024
GAS,Alpine,11.0,INTERMEDIATE,2.0,18.0,22.3,115.058,Belgian,2024
RUS,Mercedes,10.0,INTERMEDIATE,5.0,18.0,22.3,114.986,Belgian,2024
ALO,Aston Martin,11.0,INTERMEDIATE,2.0,18.0,21.8,114.825,Belgian,2024
NOR,McLaren,12.0,INTERMEDIATE,7.0,18.0,21.8,114.459,Belgian,2024
LEC,Ferrari,10.0,INTERMEDIATE,5.0,18.0,21.8,115.388,Belgian,2024
HAM,Mercedes,10.0,INTERMEDIATE,4.0,18.0,21.8,114.886,Belgian,2024
SAI,Ferrari,11.0,INTERMEDIATE,5.0,18.0,21.8,114.919,Belgian,2024
RIC,RB,10.0,INTERMEDIATE,2.0,18.0,21.8,114.8,Belgian,2024
BOT,Kick Sauber,11.0,INTERMEDIATE,2.0,18.0,21.8,115.511,Belgian,2024
PER,Red Bull Racing,11.0,INTERMEDIATE,2.0,18.0,21.8,114.791,Belgian,2024
STR,Aston Martin,11.0,INTERMEDIATE,2.0,18.0,21.8,115.72,Belgian,2024
PIA,McLaren,11.0,INTERMEDIATE,5.0,18.0,21.8,114.739,Belgian,2024
VER,Red Bull Racing,10.0,INTERMEDIATE,2.0,18.0,21.4,113.857,Belgian,2024
OCO,Alpine,13.0,INTERMEDIATE,4.0,18.0,21.6,116.144,Belgian,2024
GAS,Alpine,13.0,INTERMEDIATE,4.0,18.0,21.6,115.3,Belgian,2024
ALO,Aston Martin,13.0,INTERMEDIATE,4.0,18.0,21.4,115.063,Belgian,2024
VER,Red Bull Racing,12.0,INTERMEDIATE,4.0,17.9,21.3,113.837,Belgian,2024
RUS,Mercedes,13.0,INTERMEDIATE,2.0,17.9,21.4,114.733,Belgian,2024
HAM,Mercedes,13.0,INTERMEDIATE,2.0,17.9,21.4,114.735,Belgian,2024
LEC,Ferrari,13.0,INTERMEDIATE,2.0,17.9,21.4,114.587,Belgian,2024
SAI,Ferrari,14.0,INTERMEDIATE,2.0,17.9,21.5,114.638,Belgian,2024
PIA,McLaren,14.0,INTERMEDIATE,2.0,17.9,21.5,114.136,Belgian,2024
RIC,RB,13.0,INTERMEDIATE,2.0,17.9,21.7,114.682,Belgian,2024
PER,Red Bull Racing,15.0,INTERMEDIATE,2.0,17.9,21.7,114.47,Belgian,2024
STR,Aston Martin,15.0,INTERMEDIATE,2.0,17.9,21.7,115.716,Belgian,2024
OCO,Alpine,16.0,INTERMEDIATE,2.0,17.9,21.6,114.46,Belgian,2024
GAS,Alpine,16.0,INTERMEDIATE,2.0,17.9,21.6,114.635,Belgian,2024
VER,Red Bull Racing,14.0,INTERMEDIATE,6.0,17.9,21.6,114.515,Belgian,2024
RUS,Mercedes,15.0,INTERMEDIATE,4.0,17.9,21.6,114.095,Belgian,2024
NOR,McLaren,17.0,INTERMEDIATE,4.0,17.9,21.6,114.358,Belgian,2024
HAM,Mercedes,15.0,INTERMEDIATE,4.0,17.9,21.6,114.037,Belgian,2024
ALO,Aston Martin,16.0,INTERMEDIATE,2.0,17.9,21.6,114.258,Belgian,2024
ALB,Williams,15.0,INTERMEDIATE,2.0,17.9,21.6,114.473,Belgian,2024
LEC,Ferrari,15.0,INTERMEDIATE,4.0,17.9,21.6,114.193,Belgian,2024
SAI,Ferrari,16.0,INTERMEDIATE,4.0,17.9,21.6,114.112,Belgian,2024
BOT,Kick Sauber,16.0,INTERMEDIATE,3.0,17.9,21.6,114.764,Belgian,2024
STR,Aston Martin,16.0,INTERMEDIATE,3.0,17.9,21.6,117.234,Belgian,2024
HAM,Mercedes,18.0,INTERMEDIATE,2.0,18.0,22.2,114.011,Belgian,2024
RUS,Mercedes,18.0,INTERMEDIATE,2.0,18.0,22.2,114.243,Belgian,2024
PIA,McLaren,18.0,INTERMEDIATE,2.0,18.0,22.2,114.027,Belgian,2024
OCO,Alpine,19.0,INTERMEDIATE,6.0,18.0,22.2,114.81,Belgian,2024
NOR,McLaren,20.0,INTERMEDIATE,2.0,18.0,22.2,114.245,Belgian,2024
ALO,Aston Martin,19.0,INTERMEDIATE,6.0,18.0,22.2,114.765,Belgian,2024
SAI,Ferrari,19.0,INTERMEDIATE,7.0,18.0,22.1,114.487,Belgian,2024
LEC,Ferrari,18.0,INTERMEDIATE,7.0,18.0,22.1,114.518,Belgian,2024
PER,Red Bull Racing,18.0,INTERMEDIATE,5.0,18.0,22.1,113.765,Belgian,2024
VER,Red Bull Racing,17.0,INTERMEDIATE,2.0,18.0,22.1,113.159,Belgian,2024
HAM,Mercedes,20.0,INTERMEDIATE,4.0,18.0,22.1,113.835,Belgian,2024
PIA,McLaren,20.0,INTERMEDIATE,4.0,18.0,22.1,114.142,Belgian,2024
RUS,Mercedes,20.0,INTERMEDIATE,4.0,18.0,22.1,114.184,Belgian,2024
NOR,McLaren,22.0,INTERMEDIATE,4.0,18.0,22.0,113.981,Belgian,2024
OCO,Alpine,22.0,INTERMEDIATE,5.0,17.9,22.3,114.958,Belgian,2024
SAI,Ferrari,22.0,INTERMEDIATE,2.0,17.9,22.3,114.477,Belgian,2024
LEC,Ferrari,21.0,INTERMEDIATE,2.0,17.9,22.3,113.754,Belgian,2024
VER,Red Bull Racing,20.0,INTERMEDIATE,2.0,17.9,22.4,113.201,Belgian,2024
ALO,Aston Martin,22.0,INTERMEDIATE,5.0,17.9,22.4,114.946,Belgian,2024
PIA,McLaren,22.0,INTERMEDIATE,6.0,17.9,22.4,114.364,Belgian,2024
HUL,Haas F1 Team,2.0,SOFT,2.0,24.6,30.8,73.062,Dutch,2024
ZHO,Kick Sauber,2.0,SOFT,2.0,24.6,30.8,73.719,Dutch,2024
BOT,Kick Sauber,2.0,SOFT,2.0,24.7,30.6,72.825,Dutch,2024
GAS,Alpine,2.0,SOFT,2.0,24.7,30.6,72.296,Dutch,2024
OCO,Alpine,2.0,SOFT,2.0,24.7,30.6,72.519,Dutch,2024
ALB,Williams,2.0,SOFT,2.0,24.7,30.6,71.864,Dutch,2024
STR,Aston Martin,2.0,SOFT,2.0,24.7,30.6,71.832,Dutch,2024
MAG,Haas F1 Team,2.0,SOFT,2.0,24.7,31.3,72.009,Dutch,2024
ALO,Aston Martin,2.0,SOFT,2.0,24.7,31.3,72.056,Dutch,2024
SAI,Ferrari,2.0,SOFT,2.0,24.7,31.3,72.763,Dutch,2024
PER,Red Bull Racing,2.0,SOFT,2.0,24.7,31.3,71.957,Dutch,2024
LEC,Ferrari,2.0,SOFT,2.0,24.7,31.3,71.89,Dutch,2024
PIA,McLaren,2.0,SOFT,2.0,24.7,31.3,71.541,Dutch,2024
HUL,Haas F1 Team,4.0,SOFT,4.0,24.7,31.5,72.413,Dutch,2024
RUS,Mercedes,2.0,SOFT,2.0,24.7,31.5,72.079,Dutch,2024
HAM,Mercedes,2.0,SOFT,2.0,24.7,31.5,71.375,Dutch,2024
TSU,RB,2.0,SOFT,2.0,24.9,31.7,72.494,Dutch,2024
RIC,RB,2.0,SOFT,2.0,24.9,31.7,72.524,Dutch,2024
NOR,McLaren,2.0,SOFT,2.0,24.9,31.7,71.377,Dutch,2024
STR,Aston Martin,4.0,SOFT,4.0,24.9,31.7,72.518,Dutch,2024
ALB,Williams,5.0,SOFT,5.0,25.0,32.4,71.976,Dutch,2024
BOT,Kick Sauber,5.0,SOFT,5.0,25.0,32.4,72.537,Dutch,2024
VER,Red Bull Racing,2.0,SOFT,2.0,25.0,32.3,71.393,Dutch,2024
MAG,Haas F1 Team,5.0,SOFT,5.0,25.0,32.3,72.112,Dutch,2024
LEC,Ferrari,5.0,SOFT,5.0,25.0,32.3,72.091,Dutch,2024
SAI,Ferrari,5.0,SOFT,5.0,25.0,32.2,72.223,Dutch,2024
GAS,Alpine,5.0,SOFT,2.0,25.0,32.2,71.718,Dutch,2024
ZHO,Kick Sauber,5.0,SOFT,2.0,25.0,32.2,73.748,Dutch,2024
